Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,City,State,Region,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Revenue,Profit,Payment_Mode,Ship_Mode
ORD-11242,2023-05-20,CUST-1539,Zara Patil,Consumer,Kolkata,West Bengal,East,Food & Beverages,Snacks & Chips,Haldiram's Aloo Bhujia,8,414.39,0.1,2983.61,584.99,UPI,Same Day
ORD-11637,2023-05-20,CUST-1129,Nikhil Pillai,Consumer,Bhubaneswar,Odisha,East,Electronics,Chargers & Cables,Amazon Basics USB-C Cable,3,356.83,0.05,1016.97,382.72,UPI,Economy
ORD-10576,2023-05-21,CUST-1225,Aditi Agarwal,Consumer,Jaipur,Rajasthan,North,Electronics,Chargers & Cables,Belkin BoostCharge,4,481.44,0.05,1829.47,601.92,Credit Card,Standard
ORD-11283,2023-05-21,CUST-1344,Pooja Saxena,Corporate,Ahmedabad,Gujarat,West,Clothing,Jackets,Fort Collins Puffer,1,2302.76,0.08,2118.54,654.45,Cash,Standard
ORD-11368,2023-05-22,CUST-1221,Aarav Deshmukh,Corporate,Mumbai,Maharashtra,West,Electronics,Tablets,Samsung Galaxy Tab A8,2,45680.69,0.08,84052.47,10459.27,UPI,Same Day
ORD-11070,2023-05-22,CUST-1460,Aarav Shah,Home Office,Surat,Gujarat,West,Office Supplies,Paper & Notebooks,Luxor Exercise Book,5,162.2,0.05,770.45,266.06,UPI,Standard
ORD-11969,2023-05-22,CUST-1330,Aditya Rao,Consumer,Coimbatore,Tamil Nadu,South,Electronics,Smartwatches,Samsung Galaxy Watch 5,1,7969.96,0.2,6375.97,1176.82,Credit Card,Standard
ORD-11367,2023-05-22,CUST-1297,Priya Iyer,Corporate,Bangalore,Karnataka,South,Electronics,Headphones,OnePlus Buds Z2,3,2885.79,0.13,7531.91,1077.6,Cash,Standard
ORD-10771,2023-05-22,CUST-1560,Neha Reddy,Corporate,Ahmedabad,Gujarat,West,Electronics,Chargers & Cables,Amazon Basics USB-C Cable,3,247.21,0.18,608.14,173.44,UPI,Standard
ORD-11466,2023-05-22,CUST-1539,Zara Patil,Consumer,Kolkata,West Bengal,East,Electronics,Laptops,ASUS VivoBook 15,1,67976.5,0.05,64577.68,5443.69,UPI,Express
ORD-11175,2023-05-23,CUST-1376,Nandini Iyer,Consumer,Mumbai,Maharashtra,West,Electronics,Smartwatches,Fire-Boltt Phoenix,1,10202.42,0.15,8672.06,1119.54,Net Banking,Standard
ORD-10317,2023-05-23,CUST-1156,Sneha Mishra,Consumer,Delhi,Delhi,North,Office Supplies,Storage & Organizers,Cello Novelty Big Drawer,3,1370.2,0.0,4110.6,1560.5,Net Banking,Economy
ORD-12083,2023-05-24,CUST-1301,Uma Bhat,Consumer,Pune,Maharashtra,West,Office Supplies,Printers,Epson L3250,4,10064.97,0.2,32207.9,2854.67,Debit Card,Standard
ORD-10611,2023-05-24,CUST-1458,Sanjay Reddy,Home Office,Gurugram,Haryana,North,Clothing,T-Shirts,U.S. Polo Assn. Crew,1,1345.26,0.15,1143.47,473.25,UPI,Same Day
ORD-12227,2023-05-25,CUST-1163,Uma Singh,Consumer,Hyderabad,Telangana,South,Office Supplies,Printers,Brother DCP-T420W,2,20433.61,0.05,38823.86,3537.74,Debit Card,Same Day
ORD-10812,2023-05-25,CUST-1349,Rajesh Patel,Corporate,Lucknow,Uttar Pradesh,North,Electronics,Chargers & Cables,Amazon Basics USB-C Cable,1,569.77,0.13,495.7,189.31,UPI,Same Day
ORD-11351,2023-05-25,CUST-1574,Varun Tiwari,Corporate,Bangalore,Karnataka,South,Clothing,Jeans,Pepe Jeans Slim,1,1896.72,0.18,1555.31,500.15,Cash,Standard
ORD-11331,2023-05-26,CUST-1274,Sneha Pillai,Consumer,Pune,Maharashtra,West,Electronics,Smartphones,Vivo T2x,3,14778.13,0.0,44334.39,7489.9,Net Banking,Express
ORD-11515,2023-05-26,CUST-1502,Neha Patel,Consumer,Chennai,Tamil Nadu,South,Clothing,Formal Shirts,Arrow Regular Fit,1,2267.68,0.2,1814.14,645.26,UPI,Standard
ORD-11916,2023-05-26,CUST-1582,Diya Das,Consumer,Pune,Maharashtra,West,Electronics,Headphones,Noise Buds VS104,1,9800.73,0.1,8820.66,1989.26,UPI,Standard
ORD-12377,2023-05-26,CUST-1052,Rahul Chopra,Corporate,Noida,Uttar Pradesh,North,Office Supplies,Printers,HP Smart Tank 580,3,9488.14,0.03,27610.49,2504.33,Credit Card,Standard
ORD-11564,2023-05-26,CUST-1339,Aarav Mishra,Home Office,Chennai,Tamil Nadu,South,Office Supplies,Storage & Organizers,Nilkamal Chester 24,8,1797.33,0.05,13659.71,2631.7,UPI,Standard
ORD-10867,2023-05-27,CUST-1296,Ayesha Pandey,Corporate,Surat,Gujarat,West,Clothing,Jeans,Wrangler Bootcut,1,1206.11,0.03,1169.93,439.55,UPI,Standard
ORD-10042,2023-05-28,CUST-1201,Yash Patil,Consumer,Chennai,Tamil Nadu,South,Furniture,Beds,Pepperfry Trundle Bed,1,19040.67,0.05,18088.64,2645.54,Debit Card,Standard
ORD-10684,2023-05-28,CUST-1104,Amit Mehta,Corporate,Delhi,Delhi,North,Electronics,Tablets,Apple iPad 10th Gen,3,47390.04,0.08,130796.51,7755.9,Debit Card,Standard
ORD-12342,2023-05-28,CUST-1289,Ishaan Agarwal,Corporate,Hyderabad,Telangana,South,Food & Beverages,Snacks & Chips,Haldiram's Aloo Bhujia,2,422.63,0.18,693.11,126.07,UPI,Standard
ORD-12180,2023-05-29,CUST-1182,Rajesh Shah,Corporate,Noida,Uttar Pradesh,North,Clothing,Ethnic Wear,Biba Anarkali Suit,1,9507.95,0.03,9222.71,2743.9,Cash,Express
ORD-10652,2023-05-29,CUST-1455,Tanvi Sinha,Consumer,Bhubaneswar,Odisha,East,Clothing,Ethnic Wear,W Palazzo Set,2,6434.46,0.3,9008.24,2631.28,Debit Card,Standard
ORD-11864,2023-05-29,CUST-1218,Gaurav Reddy,Consumer,Chandigarh,Punjab,North,Electronics,Tablets,Lenovo Tab M10,2,20237.06,0.3,28331.88,1430.72,UPI,Express
ORD-10882,2023-05-30,CUST-1042,Kunal Sharma,Consumer,Hyderabad,Telangana,South,Office Supplies,Paper & Notebooks,Classmate Notebook 200pg,4,320.37,0.05,1217.41,662.26,Debit Card,Express
ORD-11773,2023-05-30,CUST-1146,Pooja Patil,Corporate,Surat,Gujarat,West,Office Supplies,Paper & Notebooks,Luxor Exercise Book,5,498.98,0.33,1671.58,757.39,Net Banking,Express
ORD-11828,2023-05-31,CUST-1022,Chirag Nair,Corporate,Delhi,Delhi,North,Electronics,Laptops,ASUS VivoBook 15,2,115165.36,0.13,200387.73,20662.34,Credit Card,Standard
ORD-12120,2023-06-01,CUST-1590,Zara Chopra,Consumer,Gurugram,Haryana,North,Office Supplies,Paper & Notebooks,Classmate Notebook 200pg,4,164.14,0.0,656.56,364.93,UPI,Standard
ORD-10361,2023-06-01,CUST-1277,Ayesha Patil,Corporate,Guwahati,Assam,East,Office Supplies,Pens & Stationery,Parker Classic Gold,5,109.82,0.08,505.17,231.84,Credit Card,Standard
ORD-12200,2023-06-01,CUST-1187,Meera Kapoor,Consumer,Lucknow,Uttar Pradesh,North,Clothing,T-Shirts,Levi's Graphic Tee,1,598.5,0.15,508.72,142.77,Net Banking,Express
ORD-12448,2023-06-01,CUST-1180,Manish Kulkarni,Consumer,Lucknow,Uttar Pradesh,North,Electronics,Chargers & Cables,Portronics Adaptor,2,446.66,0.0,893.32,432.14,Cash,Standard
ORD-11278,2023-06-02,CUST-1444,Tushar Yadav,Corporate,Kochi,Kerala,South,Clothing,Jeans,Flying Machine Tapered,1,799.0,0.03,775.03,285.89,Credit Card,Economy
ORD-10214,2023-06-02,CUST-1507,Aditya Kulkarni,Consumer,Ahmedabad,Gujarat,West,Electronics,Laptops,HP Pavilion 15,3,97618.79,0.1,263570.73,14922.66,UPI,Standard
ORD-10002,2023-06-03,CUST-1468,Chirag Bhat,Consumer,Ahmedabad,Gujarat,West,Electronics,Smartwatches,Fire-Boltt Phoenix,3,2807.01,0.0,8421.03,1803.05,Credit Card,Express
ORD-10075,2023-06-03,CUST-1570,Rohit Patel,Consumer,Bhubaneswar,Odisha,East,Clothing,T-Shirts,H&M Basic Tee,1,1146.55,0.25,859.91,358.38,Credit Card,Same Day
ORD-10198,2023-06-04,CUST-1245,Yash Gupta,Consumer,Ahmedabad,Gujarat,West,Electronics,Smartwatches,Noise ColorFit Pro 4,2,2099.62,0.0,4199.24,582.16,UPI,Standard
ORD-10809,2023-06-04,CUST-1362,Meera Reddy,Consumer,Delhi,Delhi,North,Electronics,Laptops,MacBook Air M2,1,72369.02,0.0,72369.02,10001.89,UPI,Standard
ORD-11060,2023-06-05,CUST-1120,Diya Deshmukh,Consumer,Bangalore,Karnataka,South,Electronics,Smartwatches,Noise ColorFit Pro 4,2,4116.5,0.15,6998.05,1230.46,Cash,Express
ORD-10181,2023-06-05,CUST-1279,Amit Yadav,Consumer,Kolkata,West Bengal,East,Clothing,Ethnic Wear,FabIndia Cotton Kurta,1,4069.34,0.2,3255.47,1158.14,UPI,Same Day
ORD-11671,2023-06-06,CUST-1419,Zara Shah,Consumer,Mumbai,Maharashtra,West,Food & Beverages,Snacks & Chips,Lay's Classic Salted,5,59.85,0.15,254.36,74.89,UPI,Express
ORD-12162,2023-06-06,CUST-1404,Rahul Patil,Corporate,Pune,Maharashtra,West,Electronics,Smartphones,iPhone 15,1,69082.94,0.23,53193.86,2336.52,Net Banking,Express
ORD-12125,2023-06-06,CUST-1280,Deepika Tiwari,Consumer,Pune,Maharashtra,West,Electronics,Smartwatches,Apple Watch SE,2,5237.16,0.2,8379.46,1703.03,Credit Card,Express
ORD-11462,2023-06-06,CUST-1420,Nikhil Tiwari,Consumer,Pune,Maharashtra,West,Clothing,T-Shirts,Allen Solly Polo,3,920.06,0.2,2208.14,791.56,Debit Card,Express
ORD-12105,2023-06-06,CUST-1285,Chirag Iyer,Consumer,Delhi,Delhi,North,Office Supplies,Paper & Notebooks,Classmate Notebook 200pg,3,305.17,0.05,869.73,488.19,Credit Card,Express
ORD-12067,2023-06-07,CUST-1242,Aditya Saxena,Consumer,Gurugram,Haryana,North,Furniture,Beds,Wakefit Orthopaedic Bed,1,28159.91,0.0,28159.91,3025.35,Cash,Express
ORD-11442,2023-06-10,CUST-1473,Amit Mishra,Home Office,Kolkata,West Bengal,East,Electronics,Tablets,Samsung Galaxy Tab A8,1,64999.0,0.0,64999.0,6358.46,Cash,Same Day
ORD-12466,2023-06-10,CUST-1229,Dev Verma,Consumer,Mumbai,Maharashtra,West,Clothing,T-Shirts,Levi's Graphic Tee,3,900.75,0.2,2161.8,582.14,UPI,Economy
ORD-10312,2023-06-10,CUST-1590,Zara Chopra,Consumer,Gurugram,Haryana,North,Electronics,Tablets,Apple iPad 10th Gen,2,34682.77,0.05,65897.26,5276.01,UPI,Standard
ORD-12361,2023-06-11,CUST-1412,Deepika Reddy,Corporate,Surat,Gujarat,West,Furniture,Bookshelves,DeckUp Meritus,1,10100.93,0.08,9292.86,1014.06,UPI,Express
ORD-12296,2023-06-11,CUST-1454,Deepika Menon,Consumer,Gurugram,Haryana,North,Food & Beverages,Beverages,Coca-Cola 2L,1,86.66,0.1,77.99,29.29,Debit Card,Standard
ORD-10622,2023-06-12,CUST-1366,Vikram Pandey,Consumer,Surat,Gujarat,West,Electronics,Tablets,OnePlus Pad Go,1,25763.63,0.05,24475.45,1941.74,Debit Card,Express
ORD-11939,2023-06-12,CUST-1530,Varun Chatterjee,Corporate,Noida,Uttar Pradesh,North,Furniture,Dining Tables,IKEA Ekedalen,1,25865.51,0.13,22502.99,2957.65,UPI,Standard
ORD-10364,2023-06-13,CUST-1217,Lavanya Shah,Home Office,Lucknow,Uttar Pradesh,North,Electronics,Smartphones,iPhone 15,1,10122.45,0.1,9110.21,1048.56,Cash,Standard
ORD-10655,2023-06-13,CUST-1461,Ritika Singh,Corporate,Hyderabad,Telangana,South,Electronics,Smartwatches,Fire-Boltt Phoenix,4,16283.96,0.08,59924.97,13854.18,UPI,Standard
ORD-10890,2023-06-14,CUST-1223,Aditya Kumar,Consumer,Delhi,Delhi,North,Office Supplies,Pens & Stationery,Pilot V5 Hi-Tecpoint,2,65.03,0.2,104.05,48.48,Debit Card,Same Day
ORD-11342,2023-06-14,CUST-1047,Aditi Verma,Consumer,Mumbai,Maharashtra,West,Furniture,Beds,Wakefit Orthopaedic Bed,1,28134.96,0.0,28134.96,2749.54,UPI,Express
ORD-11087,2023-06-15,CUST-1281,Aditya Patil,Consumer,Mumbai,Maharashtra,West,Electronics,Chargers & Cables,Anker PowerPort,3,412.42,0.25,927.94,221.12,Credit Card,Express
ORD-10090,2023-06-17,CUST-1192,Ishaan Deshmukh,Home Office,Delhi,Delhi,North,Clothing,Ethnic Wear,Soch Silk Saree,2,4063.3,0.1,7313.94,1822.18,Cash,Express
ORD-12221,2023-06-17,CUST-1172,Kavya Gupta,Consumer,Jaipur,Rajasthan,North,Food & Beverages,Dry Fruits & Nuts,Nutraj Cashews 250g,2,2999.0,0.05,5698.1,1228.01,UPI,Express
ORD-12303,2023-06-17,CUST-1563,Aarav Verma,Consumer,Bangalore,Karnataka,South,Furniture,Bookshelves,DeckUp Meritus,2,7120.7,0.05,13529.33,1800.82,Credit Card,Standard
ORD-11206,2023-06-18,CUST-1546,Vivek Shah,Consumer,Lucknow,Uttar Pradesh,North,Electronics,Headphones,OnePlus Buds Z2,3,14792.37,0.05,42158.25,11783.69,Debit Card,Economy
ORD-10487,2023-06-18,CUST-1232,Varun Patel,Consumer,Surat,Gujarat,West,Electronics,Tablets,Realme Pad Mini,2,17530.28,0.05,33307.53,3258.87,UPI,Standard
ORD-11995,2023-06-19,CUST-1006,Sakshi Pillai,Corporate,Hyderabad,Telangana,South,Clothing,Jeans,Wrangler Bootcut,1,4999.0,0.08,4599.08,1382.87,Debit Card,Same Day
ORD-10144,2023-06-20,CUST-1566,Rahul Reddy,Consumer,Coimbatore,Tamil Nadu,South,Furniture,Bookshelves,Nilkamal Freedom Mini,2,6475.32,0.0,12950.64,2851.88,UPI,Same Day
ORD-10876,2023-06-20,CUST-1169,Lavanya Patel,Corporate,Gurugram,Haryana,North,Clothing,Jeans,Wrangler Bootcut,2,1540.8,0.13,2680.99,617.55,Credit Card,Express
ORD-12283,2023-06-20,CUST-1442,Pooja Patil,Consumer,Gurugram,Haryana,North,Clothing,T-Shirts,Allen Solly Polo,2,959.8,0.0,1919.6,600.73,Credit Card,Express
ORD-11600,2023-06-21,CUST-1231,Deepika Chopra,Corporate,Delhi,Delhi,North,Electronics,Smartwatches,Apple Watch SE,5,4398.01,0.03,21330.35,4504.31,Credit Card,Standard
ORD-11130,2023-06-22,CUST-1567,Rishi Yadav,Home Office,Mumbai,Maharashtra,West,Clothing,Jackets,Campus Sutra Denim,2,2180.57,0.05,4143.08,1536.45,Credit Card,Standard
ORD-11107,2023-06-22,CUST-1154,Meera Pandey,Consumer,Bangalore,Karnataka,South,Furniture,Office Chairs,IKEA Markus,2,12396.17,0.0,24792.34,5946.25,UPI,Express
ORD-10064,2023-06-22,CUST-1262,Gaurav Kumar,Consumer,Hyderabad,Telangana,South,Electronics,Headphones,Noise Buds VS104,2,2523.93,0.0,5047.86,800.6,Debit Card,Same Day
ORD-12188,2023-06-23,CUST-1367,Varun Joshi,Consumer,Surat,Gujarat,West,Food & Beverages,Health Supplements,MuscleBlaze Whey Protein,6,836.46,0.3,3513.13,964.85,Cash,Economy
ORD-11336,2023-06-23,CUST-1593,Vikram Das,Consumer,Chandigarh,Punjab,North,Furniture,Beds,IKEA Malm King Bed,1,13265.61,0.15,11275.77,1645.91,UPI,Standard
ORD-12375,2023-06-23,CUST-1340,Rohit Gupta,Consumer,Patna,Bihar,East,Electronics,Chargers & Cables,Anker PowerPort,4,1174.61,0.0,4698.44,1428.88,Cash,Standard
ORD-11856,2023-06-23,CUST-1508,Kavya Pillai,Home Office,Jaipur,Rajasthan,North,Clothing,Ethnic Wear,W Palazzo Set,2,5230.94,0.15,8892.6,2213.64,Net Banking,Economy
ORD-11926,2023-06-23,CUST-1017,Kriti Kapoor,Home Office,Mumbai,Maharashtra,West,Clothing,Formal Shirts,Louis Philippe Checked,1,992.3,0.2,793.84,208.82,UPI,Express
ORD-11731,2023-06-24,CUST-1384,Zara Verma,Corporate,Bangalore,Karnataka,South,Food & Beverages,Health Supplements,Dabur Chyawanprash 1kg,2,952.97,0.23,1467.57,236.23,UPI,Same Day
ORD-12477,2023-06-25,CUST-1431,Ritika Malhotra,Consumer,Bangalore,Karnataka,South,Office Supplies,Storage & Organizers,Milton Modular Box,3,299.0,0.3,627.9,69.12,UPI,Standard
ORD-10108,2023-06-26,CUST-1096,Nisha Agarwal,Consumer,Bhubaneswar,Odisha,East,Clothing,Ethnic Wear,Manyavar Kurta Set,3,4391.52,0.2,10539.65,2384.02,Credit Card,Standard
ORD-12219,2023-06-26,CUST-1209,Sanjay Sinha,Corporate,Hyderabad,Telangana,South,Food & Beverages,Dry Fruits & Nuts,Happilo Almonds 500g,3,1138.46,0.08,3142.15,320.04,Credit Card,Same Day
ORD-10746,2023-06-27,CUST-1486,Vikram Mehta,Consumer,Kolkata,West Bengal,East,Food & Beverages,Health Supplements,Revital H Capsules,10,1092.28,0.15,9284.38,1331.39,Net Banking,Express
ORD-10641,2023-06-27,CUST-1306,Isha Pillai,Corporate,Ahmedabad,Gujarat,West,Electronics,Tablets,Samsung Galaxy Tab A8,3,18525.09,0.18,45571.72,2870.39,Debit Card,Express
ORD-12381,2023-06-27,CUST-1327,Uma Verma,Home Office,Kolkata,West Bengal,East,Clothing,Jeans,Pepe Jeans Slim,1,1523.05,0.1,1370.74,273.17,UPI,Standard
ORD-11007,2023-06-28,CUST-1072,Vivek Malhotra,Home Office,Hyderabad,Telangana,South,Office Supplies,Paper & Notebooks,Classmate Notebook 200pg,8,255.02,0.1,1836.14,969.88,UPI,Standard
ORD-10659,2023-06-28,CUST-1375,Ananya Kulkarni,Consumer,Noida,Uttar Pradesh,North,Clothing,Jeans,Wrangler Bootcut,3,1353.75,0.1,3655.12,835.22,Debit Card,Express
ORD-12371,2023-06-29,CUST-1485,Ananya Deshmukh,Consumer,Delhi,Delhi,North,Furniture,Dining Tables,Home Centre Montoya,1,12171.24,0.0,12171.24,1251.03,Credit Card,Standard
ORD-12435,2023-06-29,CUST-1272,Varun Rao,Corporate,Mumbai,Maharashtra,West,Office Supplies,Pens & Stationery,Reynolds Trimax Gel,3,319.69,0.23,738.48,286.7,Credit Card,Express
ORD-12357,2023-06-29,CUST-1028,Nisha Tiwari,Home Office,Chennai,Tamil Nadu,South,Clothing,Jeans,Wrangler Bootcut,2,1586.2,0.15,2696.54,945.69,UPI,Standard
ORD-11095,2023-06-29,CUST-1308,Arjun Yadav,Consumer,Mumbai,Maharashtra,West,Electronics,Smartphones,Vivo T2x,2,31574.9,0.25,47362.35,3945.23,UPI,Same Day
ORD-10870,2023-06-30,CUST-1077,Bhavya Patel,Corporate,Bhubaneswar,Odisha,East,Office Supplies,Paper & Notebooks,Sundaram A4 Ruled,1,923.77,0.23,711.3,302.62,Credit Card,Standard
ORD-10008,2023-07-01,CUST-1363,Ritika Nair,Consumer,Bangalore,Karnataka,South,Electronics,Tablets,Samsung Galaxy Tab A8,1,24326.33,0.0,24326.33,3709.77,UPI,Standard
ORD-10009,2023-07-01,CUST-1204,Mohit Tiwari,Consumer,Mumbai,Maharashtra,West,Electronics,Smartphones,Vivo T2x,3,25310.18,0.0,75930.54,10779.85,Credit Card,Standard
ORD-12387,2023-07-02,CUST-1377,Neha Menon,Home Office,Jaipur,Rajasthan,North,Clothing,Jeans,Flying Machine Tapered,3,2279.01,0.0,6837.03,1812.64,UPI,Standard
ORD-11418,2023-07-02,CUST-1398,Deepika Chopra,Home Office,Delhi,Delhi,North,Furniture,Beds,IKEA Malm King Bed,1,55308.35,0.0,55308.35,10786.36,UPI,Standard
ORD-11008,2023-07-03,CUST-1144,Shreya Iyer,Home Office,Mumbai,Maharashtra,West,Food & Beverages,Beverages,Paper Boat Aamras,1,69.09,0.2,55.27,20.43,Cash,Economy
ORD-10463,2023-07-03,CUST-1009,Amit Singh,Corporate,Delhi,Delhi,North,Clothing,Jackets,Red Tape Bomber,4,3674.05,0.08,13520.5,3984.47,Debit Card,Standard
ORD-10049,2023-07-03,CUST-1557,Zara Gupta,Consumer,Bangalore,Karnataka,South,Electronics,Chargers & Cables,Anker PowerPort,4,1676.16,0.1,6034.18,1497.09,Cash,Express
ORD-12336,2023-07-03,CUST-1248,Isha Gupta,Corporate,Pune,Maharashtra,West,Clothing,Ethnic Wear,Biba Anarkali Suit,5,1411.29,0.08,6491.93,1544.71,Debit Card,Same Day
ORD-10843,2023-07-04,CUST-1533,Neha Sinha,Home Office,Pune,Maharashtra,West,Furniture,Beds,Nilkamal Imperial Queen,1,21936.88,0.2,17549.5,691.34,UPI,Express
ORD-12498,2023-07-04,CUST-1074,Aditya Patil,Corporate,Kochi,Kerala,South,Electronics,Smartwatches,Apple Watch SE,1,5117.87,0.13,4452.55,751.8,UPI,Standard
ORD-12389,2023-07-06,CUST-1373,Sneha Patil,Consumer,Gurugram,Haryana,North,Office Supplies,Ink & Toner,Brother BT-D60BK,1,1798.71,0.0,1798.71,380.16,UPI,Express
ORD-10104,2023-07-06,CUST-1444,Tushar Yadav,Corporate,Kochi,Kerala,South,Food & Beverages,Dry Fruits & Nuts,Farmley Premium Walnuts,3,771.39,0.03,2244.74,565.94,Credit Card,Express
ORD-11907,2023-07-07,CUST-1186,Gaurav Shah,Corporate,Chennai,Tamil Nadu,South,Electronics,Tablets,Apple iPad 10th Gen,2,25121.8,0.23,38687.57,435.83,UPI,Standard
ORD-11941,2023-07-08,CUST-1498,Aditya Pandey,Corporate,Delhi,Delhi,North,Clothing,T-Shirts,Levi's Graphic Tee,2,506.57,0.08,932.09,381.99,Debit Card,Express
ORD-11679,2023-07-08,CUST-1102,Sakshi Reddy,Home Office,Ahmedabad,Gujarat,West,Electronics,Tablets,Lenovo Tab M10,2,34351.93,0.2,54963.09,2440.98,UPI,Standard
ORD-10162,2023-07-09,CUST-1283,Simran Rao,Consumer,Jaipur,Rajasthan,North,Furniture,Desks,Wakefit Orion Study Table,2,14245.65,0.25,21368.48,766.33,Cash,Economy
ORD-10355,2023-07-09,CUST-1510,Deepika Menon,Corporate,Bangalore,Karnataka,South,Furniture,Desks,Amazon Basics L-Shape Desk,1,8330.36,0.08,7663.93,969.07,Credit Card,Standard
ORD-10087,2023-07-10,CUST-1080,Rishi Sharma,Consumer,Delhi,Delhi,North,Food & Beverages,Beverages,Paper Boat Aamras,6,148.09,0.0,888.54,205.5,Cash,Standard
ORD-11142,2023-07-10,CUST-1090,Rishi Kapoor,Consumer,Chennai,Tamil Nadu,South,Furniture,Dining Tables,Home Centre Montoya,2,36160.24,0.15,61472.41,8625.98,Credit Card,Economy
ORD-10224,2023-07-10,CUST-1034,Uma Das,Corporate,Delhi,Delhi,North,Food & Beverages,Tea & Coffee,Brooke Bond Red Label,4,667.03,0.08,2454.67,715.7,UPI,Express
ORD-11794,2023-07-11,CUST-1220,Pooja Sharma,Corporate,Kolkata,West Bengal,East,Office Supplies,Pens & Stationery,Pilot V5 Hi-Tecpoint,5,299.45,0.18,1227.75,714.71,Cash,Standard
ORD-12222,2023-07-12,CUST-1181,Lavanya Sharma,Corporate,Hyderabad,Telangana,South,Furniture,Office Chairs,Nilkamal Leatherite,1,6428.73,0.13,5593.0,800.01,Cash,Express
ORD-10186,2023-07-12,CUST-1436,Sneha Verma,Home Office,Mumbai,Maharashtra,West,Clothing,T-Shirts,U.S. Polo Assn. Crew,1,1897.61,0.0,1897.61,774.41,UPI,Express
ORD-11495,2023-07-12,CUST-1266,Tanvi Kapoor,Consumer,Delhi,Delhi,North,Clothing,Jeans,Pepe Jeans Slim,1,1320.98,0.15,1122.83,183.68,UPI,Standard
ORD-11935,2023-07-12,CUST-1112,Uma Gupta,Corporate,Patna,Bihar,East,Clothing,T-Shirts,Dennis Lingo Slim Fit,4,862.68,0.08,3174.66,776.21,Credit Card,Express
ORD-11966,2023-07-12,CUST-1474,Bhavya Patil,Consumer,Hyderabad,Telangana,South,Food & Beverages,Dry Fruits & Nuts,Farmley Premium Walnuts,12,729.69,0.2,7005.02,1339.02,UPI,Same Day
ORD-10689,2023-07-12,CUST-1462,Aditi Menon,Corporate,Bangalore,Karnataka,South,Furniture,Desks,Amazon Basics L-Shape Desk,1,11825.4,0.03,11470.64,1928.89,UPI,Same Day
ORD-10499,2023-07-13,CUST-1335,Tushar Das,Consumer,Mumbai,Maharashtra,West,Electronics,Smartphones,Realme Narzo 60,1,24946.74,0.15,21204.73,2199.53,UPI,Economy
ORD-10952,2023-07-13,CUST-1323,Chirag Nair,Consumer,Mumbai,Maharashtra,West,Furniture,Dining Tables,Home Centre Montoya,1,38056.72,0.1,34251.05,4431.89,Net Banking,Express
ORD-11172,2023-07-13,CUST-1245,Yash Gupta,Consumer,Ahmedabad,Gujarat,West,Clothing,Ethnic Wear,W Palazzo Set,4,6604.74,0.3,18493.27,3338.86,Debit Card,Express
ORD-10693,2023-07-13,CUST-1114,Pooja Yadav,Corporate,Pune,Maharashtra,West,Office Supplies,Printers,Epson L3250,5,4736.96,0.03,22974.26,2922.52,Cash,Standard
ORD-11942,2023-07-13,CUST-1342,Vivek Yadav,Consumer,Ahmedabad,Gujarat,West,Clothing,Jackets,Fort Collins Puffer,5,3936.37,0.0,19681.85,7098.67,UPI,Express
ORD-11811,2023-07-13,CUST-1465,Lavanya Chatterjee,Home Office,Chennai,Tamil Nadu,South,Food & Beverages,Beverages,Sting Energy Drink,1,134.9,0.15,114.66,18.9,UPI,Express
ORD-11682,2023-07-14,CUST-1084,Aditi Deshmukh,Corporate,Lucknow,Uttar Pradesh,North,Electronics,Smartwatches,Fire-Boltt Phoenix,2,5884.97,0.03,11416.84,3071.49,UPI,Express
ORD-10288,2023-07-15,CUST-1478,Uma Mishra,Consumer,Mumbai,Maharashtra,West,Food & Beverages,Dry Fruits & Nuts,Nutraj Cashews 250g,5,852.4,0.0,4262.0,1157.1,UPI,Same Day
ORD-12141,2023-07-15,CUST-1590,Zara Chopra,Consumer,Gurugram,Haryana,North,Food & Beverages,Health Supplements,HealthKart Multivitamin,2,388.98,0.1,700.16,204.86,Cash,Standard
ORD-10093,2023-07-16,CUST-1558,Gaurav Kapoor,Consumer,Bangalore,Karnataka,South,Clothing,T-Shirts,Dennis Lingo Slim Fit,3,2292.22,0.15,5845.16,1368.05,Cash,Same Day
ORD-10835,2023-07-16,CUST-1035,Zara Joshi,Consumer,Delhi,Delhi,North,Electronics,Smartwatches,Fire-Boltt Phoenix,1,4915.2,0.3,3440.64,542.1,UPI,Same Day
ORD-12053,2023-07-16,CUST-1186,Gaurav Shah,Corporate,Chennai,Tamil Nadu,South,Electronics,Laptops,Acer Aspire 5,3,85005.11,0.23,196361.8,1963.62,Credit Card,Standard
ORD-10061,2023-07-17,CUST-1420,Nikhil Tiwari,Consumer,Pune,Maharashtra,West,Electronics,Laptops,Acer Aspire 5,1,39369.62,0.1,35432.66,3307.54,UPI,Standard
ORD-11385,2023-07-17,CUST-1297,Priya Iyer,Corporate,Bangalore,Karnataka,South,Electronics,Smartphones,Realme Narzo 60,1,29733.3,0.03,28841.3,4273.76,UPI,Standard
ORD-11348,2023-07-18,CUST-1417,Kavya Bhat,Home Office,Delhi,Delhi,North,Electronics,Headphones,Sony WH-1000XM5,2,2839.05,0.1,5110.29,1356.63,Credit Card,Standard
